15:06:2020,12:00:00,167,0.086677,0.060971,0.025705,0.719029,0.003688,0.055800,0.051910,0.627116,0.200412,1.361087,0.453380,1.736983,29,29,29,29,29,29,29,29,29,29,29,29,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
16:06:2020,12:00:00,168,0.089051,0.078226,0.010825,0.879203,0.003372,0.070950,0.067166,0.761482,0.225875,1.770017,0.291655,1.714606,20,20,20,20,20,20,20,20,20,20,20,20,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
17:06:2020,12:00:00,169,0.096274,0.063744,0.032530,0.680988,0.003113,0.062976,0.059129,0.644513,0.063090,1.321855,0.265520,1.681954,35,35,35,35,35,35,35,35,35,35,35,35,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
18:06:2020,12:00:00,170,0.118068,0.090368,0.027700,0.760236,0.003779,0.088462,0.085019,0.718919,-0.035948,1.498235,0.015678,1.590177,17,17,17,17,17,17,17,17,17,17,17,17,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
19:06:2020,12:00:00,171,0.377014,0.118129,0.258885,0.344077,0.002895,0.078902,0.076753,0.231746,-0.016805,0.486407,0.413036,1.725070,14,14,14,14,14,14,14,14,14,14,14,14,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
20:06:2020,12:00:00,172,0.155376,0.055349,0.100027,0.344533,0.003774,0.061704,0.061442,0.384848,-0.119879,1.349782,0.124461,1.631273,9,9,9,9,9,9,9,9,9,9,9,9,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
21:06:2020,12:00:00,173,1.691943,0.600832,1.091111,0.357996,0.007146,0.331276,0.330694,0.197264,-0.002927,0.534632,0.265623,1.707820,21,21,21,21,21,21,21,21,21,21,21,21,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
22:06:2020,12:00:00,174,1.933450,0.601935,1.331515,0.308524,0.005402,0.334949,0.334390,0.171770,-0.018013,0.452474,0.281003,1.714651,11,11,11,11,11,11,11,11,11,11,11,11,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
23:06:2020,12:00:00,175,1.030569,0.312696,0.717873,0.304454,0.004510,0.176883,0.175843,0.171881,-0.023984,0.441513,0.271817,1.710286,16,16,16,16,16,16,16,16,16,16,16,16,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
24:06:2020,12:00:00,176,0.304686,0.168987,0.135700,0.567251,0.004987,0.113291,0.111035,0.380539,-0.040433,0.886602,0.120621,1.633665,19,19,19,19,19,19,19,19,19,19,19,19,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
26:06:2020,12:00:00,178,0.924882,0.247777,0.677105,0.269027,0.003420,0.143457,0.142353,0.155351,-0.011540,0.388478,0.383360,1.748744,14,14,14,14,14,14,14,14,14,14,14,14,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
28:06:2020,12:00:00,180,0.685899,0.145822,0.540077,0.222809,0.001147,0.094231,0.092886,0.140301,-0.007155,0.301445,0.545628,1.790223,14,14,14,14,14,14,14,14,14,14,14,14,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
29:06:2020,12:00:00,181,0.161036,0.052985,0.108051,0.348825,0.001327,0.032405,0.029699,0.197504,0.170327,0.376300,0.906943,1.829810,13,13,13,13,13,13,13,13,13,13,13,13,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
30:06:2020,12:00:00,182,0.227065,0.139248,0.087817,0.601679,0.003866,0.104287,0.101655,0.444000,-0.026523,1.019004,0.133979,1.637373,24,24,24,24,24,24,24,24,24,24,24,24,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
01:07:2020,12:00:00,183,0.119132,0.050893,0.068240,0.326517,0.006106,0.054841,0.056319,0.447058,-0.173302,2.696037,2.097835,-3.159007,14,14,14,14,14,14,14,14,14,14,14,14,lev15,748,Guadeloup,16.224920,-61.528378,39.000000
